date,home_team,away_team,prop_odds_game_id,sportsbook,home_team_odds,away_team_odds,winner
2023-04-11,Miami Heat,Atlanta Hawks,3a58414e72204789180939ddafe82f85,betmgm,-200,165,Atlanta Hawks
2023-04-11,Miami Heat,Atlanta Hawks,3a58414e72204789180939ddafe82f85,barstool,-210,175,Atlanta Hawks
2023-04-11,Los Angeles Lakers,Minnesota Timberwolves,45b9dbf2753a0d5e874f239039ee61a9,fanduel,-340,275,Los Angeles Lakers
2023-04-11,Los Angeles Lakers,Minnesota Timberwolves,45b9dbf2753a0d5e874f239039ee61a9,draftkings,-330,275,Los Angeles Lakers
2023-04-11,Los Angeles Lakers,Minnesota Timberwolves,45b9dbf2753a0d5e874f239039ee61a9,caesars,-385,300,Los Angeles Lakers
2023-04-11,Los Angeles Lakers,Minnesota Timberwolves,45b9dbf2753a0d5e874f239039ee61a9,betmgm,-350,270,Los Angeles Lakers
2023-04-11,Los Angeles Lakers,Minnesota Timberwolves,45b9dbf2753a0d5e874f239039ee61a9,barstool,-345,275,Los Angeles Lakers
2023-04-12,Toronto Raptors,Chicago Bulls,5bfa63a092c0fe7fcfc414924099bf67,fanduel,-215,180,Chicago Bulls
2023-04-12,Toronto Raptors,Chicago Bulls,5bfa63a092c0fe7fcfc414924099bf67,draftkings,-215,185,Chicago Bulls
2023-04-12,Toronto Raptors,Chicago Bulls,5bfa63a092c0fe7fcfc414924099bf67,caesars,-225,185,Chicago Bulls
2023-04-12,Toronto Raptors,Chicago Bulls,5bfa63a092c0fe7fcfc414924099bf67,betmgm,-225,180,Chicago Bulls
2023-04-12,Toronto Raptors,Chicago Bulls,5bfa63a092c0fe7fcfc414924099bf67,barstool,-210,175,Chicago Bulls
2023-04-12,New Orleans Pelicans,Oklahoma City Thunder,9a5f9c73414b7602079c4b1fb1dcb4b8,fanduel,-210,176,Oklahoma City Thunder
2023-04-12,New Orleans Pelicans,Oklahoma City Thunder,9a5f9c73414b7602079c4b1fb1dcb4b8,draftkings,-215,185,Oklahoma City Thunder
2023-04-12,New Orleans Pelicans,Oklahoma City Thunder,9a5f9c73414b7602079c4b1fb1dcb4b8,caesars,-225,185,Oklahoma City Thunder
2023-04-12,New Orleans Pelicans,Oklahoma City Thunder,9a5f9c73414b7602079c4b1fb1dcb4b8,betmgm,-225,180,Oklahoma City Thunder
2023-04-12,New Orleans Pelicans,Oklahoma City Thunder,9a5f9c73414b7602079c4b1fb1dcb4b8,barstool,-230,188,Oklahoma City Thunder
2023-04-14,Miami Heat,Chicago Bulls,4c8b351d12b976f3be6a7a94a51339a0,fanduel,-215,180,Miami Heat
2023-04-14,Miami Heat,Chicago Bulls,4c8b351d12b976f3be6a7a94a51339a0,draftkings,-215,185,Miami Heat
2023-04-14,Miami Heat,Chicago Bulls,4c8b351d12b976f3be6a7a94a51339a0,caesars,-225,185,Miami Heat
2023-04-14,Miami Heat,Chicago Bulls,4c8b351d12b976f3be6a7a94a51339a0,betmgm,-225,180,Miami Heat
2023-04-14,Miami Heat,Chicago Bulls,4c8b351d12b976f3be6a7a94a51339a0,barstool,-225,185,Miami Heat
2023-04-14,Minnesota Timberwolves,Oklahoma City Thunder,5fe846ca4de92ae0bdd55673db798090,fanduel,-215,180,Minnesota Timberwolves
2023-04-14,Minnesota Timberwolves,Oklahoma City Thunder,5fe846ca4de92ae0bdd55673db798090,draftkings,-215,185,Minnesota Timberwolves
2023-04-14,Minnesota Timberwolves,Oklahoma City Thunder,5fe846ca4de92ae0bdd55673db798090,caesars,-220,180,Minnesota Timberwolves
2023-04-14,Minnesota Timberwolves,Oklahoma City Thunder,5fe846ca4de92ae0bdd55673db798090,betmgm,-225,180,Minnesota Timberwolves
2023-04-14,Minnesota Timberwolves,Oklahoma City Thunder,5fe846ca4de92ae0bdd55673db798090,barstool,-220,180,Minnesota Timberwolves
2023-04-15,Philadelphia 76ers,Brooklyn Nets,ce801bb171cecf1e06213408a3f054b8,fanduel,-375,300,Philadelphia 76ers
2023-04-15,Philadelphia 76ers,Brooklyn Nets,ce801bb171cecf1e06213408a3f054b8,draftkings,-365,300,Philadelphia 76ers
2023-04-15,Philadelphia 76ers,Brooklyn Nets,ce801bb171cecf1e06213408a3f054b8,caesars,-365,285,Philadelphia 76ers
2023-04-15,Philadelphia 76ers,Brooklyn Nets,ce801bb171cecf1e06213408a3f054b8,betmgm,-350,275,Philadelphia 76ers
2023-04-15,Philadelphia 76ers,Brooklyn Nets,ce801bb171cecf1e06213408a3f054b8,barstool,-375,295,Philadelphia 76ers
2023-04-15,Boston Celtics,Atlanta Hawks,d3d106026f392473419a1d39a7b39224,fanduel,-400,315,Boston Celtics
2023-04-15,Boston Celtics,Atlanta Hawks,d3d106026f392473419a1d39a7b39224,draftkings,-410,330,Boston Celtics
2023-04-15,Boston Celtics,Atlanta Hawks,d3d106026f392473419a1d39a7b39224,caesars,-430,328,Boston Celtics
2023-04-15,Boston Celtics,Atlanta Hawks,d3d106026f392473419a1d39a7b39224,betmgm,-400,310,Boston Celtics
2023-04-15,Boston Celtics,Atlanta Hawks,d3d106026f392473419a1d39a7b39224,barstool,-400,310,Boston Celtics
2023-04-15,Cleveland Cavaliers,New York Knicks,ea2e7e477d82213434611896c5e2a525,fanduel,-210,176,New York Knicks
2023-04-15,Cleveland Cavaliers,New York Knicks,ea2e7e477d82213434611896c5e2a525,draftkings,-200,170,New York Knicks
2023-04-15,Cleveland Cavaliers,New York Knicks,ea2e7e477d82213434611896c5e2a525,caesars,-225,185,New York Knicks
2023-04-15,Cleveland Cavaliers,New York Knicks,ea2e7e477d82213434611896c5e2a525,betmgm,-225,180,New York Knicks
2023-04-15,Cleveland Cavaliers,New York Knicks,ea2e7e477d82213434611896c5e2a525,barstool,-215,175,New York Knicks
2023-04-15,Sacramento Kings,Golden State Warriors,43cc3aba4c99fda0b5d46d315463ee90,fanduel,-112,-104,Sacramento Kings
2023-04-15,Sacramento Kings,Golden State Warriors,43cc3aba4c99fda0b5d46d315463ee90,draftkings,-110,-110,Sacramento Kings
2023-04-15,Sacramento Kings,Golden State Warriors,43cc3aba4c99fda0b5d46d315463ee90,caesars,-105,-115,Sacramento Kings
2023-04-15,Sacramento Kings,Golden State Warriors,43cc3aba4c99fda0b5d46d315463ee90,betmgm,-115,-105,Sacramento Kings
2023-04-15,Sacramento Kings,Golden State Warriors,43cc3aba4c99fda0b5d46d315463ee90,barstool,-112,-107,Sacramento Kings
2023-04-16,Memphis Grizzlies,Los Angeles Lakers,b00e76392164297c63f9aaaf35194821,fanduel,-188,150,Los Angeles Lakers
2023-04-16,Memphis Grizzlies,Los Angeles Lakers,b00e76392164297c63f9aaaf35194821,draftkings,-165,140,Los Angeles Lakers
2023-04-16,Memphis Grizzlies,Los Angeles Lakers,b00e76392164297c63f9aaaf35194821,caesars,-165,140,Los Angeles Lakers
2023-04-16,Memphis Grizzlies,Los Angeles Lakers,b00e76392164297c63f9aaaf35194821,betmgm,-165,140,Los Angeles Lakers
2023-04-16,Memphis Grizzlies,Los Angeles Lakers,b00e76392164297c63f9aaaf35194821,barstool,-167,140,Los Angeles Lakers
2023-04-16,Milwaukee Bucks,Miami Heat,d465dd20f839778144825a9f15d801b6,fanduel,-420,330,Miami Heat
2023-04-16,Milwaukee Bucks,Miami Heat,d465dd20f839778144825a9f15d801b6,draftkings,-425,340,Miami Heat
2023-04-16,Milwaukee Bucks,Miami Heat,d465dd20f839778144825a9f15d801b6,caesars,-455,345,Miami Heat
2023-04-16,Milwaukee Bucks,Miami Heat,d465dd20f839778144825a9f15d801b6,betmgm,-400,325,Miami Heat
2023-04-16,Milwaukee Bucks,Miami Heat,d465dd20f839778144825a9f15d801b6,barstool,-435,340,Miami Heat
2023-04-16,Phoenix Suns,LA Clippers,af2c65ee88461115c9e157100aed05b6,fanduel,-300,245,LA Clippers
2023-04-16,Phoenix Suns,LA Clippers,af2c65ee88461115c9e157100aed05b6,draftkings,-300,250,LA Clippers
2023-04-16,Phoenix Suns,LA Clippers,af2c65ee88461115c9e157100aed05b6,caesars,-320,250,LA Clippers
2023-04-16,Phoenix Suns,LA Clippers,af2c65ee88461115c9e157100aed05b6,betmgm,-300,240,LA Clippers
2023-04-16,Phoenix Suns,LA Clippers,af2c65ee88461115c9e157100aed05b6,barstool,-295,240,LA Clippers
2023-04-16,Denver Nuggets,Minnesota Timberwolves,16231786e51fe91ce0d304be1d4e87ca,fanduel,-300,245,Denver Nuggets
2023-04-16,Denver Nuggets,Minnesota Timberwolves,16231786e51fe91ce0d304be1d4e87ca,draftkings,-315,260,Denver Nuggets
2023-04-16,Denver Nuggets,Minnesota Timberwolves,16231786e51fe91ce0d304be1d4e87ca,caesars,-345,270,Denver Nuggets
2023-04-16,Denver Nuggets,Minnesota Timberwolves,16231786e51fe91ce0d304be1d4e87ca,betmgm,-300,240,Denver Nuggets
2023-04-16,Denver Nuggets,Minnesota Timberwolves,16231786e51fe91ce0d304be1d4e87ca,barstool,-305,240,Denver Nuggets
2023-04-17,Philadelphia 76ers,Brooklyn Nets,d04d79e3a50930e744122841acd32e00,fanduel,-490,380,Philadelphia 76ers
2023-04-17,Philadelphia 76ers,Brooklyn Nets,d04d79e3a50930e744122841acd32e00,draftkings,-500,400,Philadelphia 76ers
2023-04-17,Philadelphia 76ers,Brooklyn Nets,d04d79e3a50930e744122841acd32e00,caesars,-480,360,Philadelphia 76ers
2023-04-17,Philadelphia 76ers,Brooklyn Nets,d04d79e3a50930e744122841acd32e00,betmgm,-500,375,Philadelphia 76ers
2023-04-17,Philadelphia 76ers,Brooklyn Nets,d04d79e3a50930e744122841acd32e00,barstool,-480,370,Philadelphia 76ers
2023-04-17,Sacramento Kings,Golden State Warriors,ab0fa2c9931531da026ca75dcd0a82c3,fanduel,104,-122,Sacramento Kings
2023-04-17,Sacramento Kings,Golden State Warriors,ab0fa2c9931531da026ca75dcd0a82c3,draftkings,100,-120,Sacramento Kings
2023-04-17,Sacramento Kings,Golden State Warriors,ab0fa2c9931531da026ca75dcd0a82c3,caesars,105,-125,Sacramento Kings
2023-04-17,Sacramento Kings,Golden State Warriors,ab0fa2c9931531da026ca75dcd0a82c3,betmgm,-105,-115,Sacramento Kings
2023-04-17,Sacramento Kings,Golden State Warriors,ab0fa2c9931531da026ca75dcd0a82c3,barstool,100,-120,Sacramento Kings
2023-04-18,Boston Celtics,Atlanta Hawks,200bb978f61f10d882c628276d8a12d4,fanduel,-510,390,Boston Celtics
2023-04-18,Boston Celtics,Atlanta Hawks,200bb978f61f10d882c628276d8a12d4,draftkings,-520,410,Boston Celtics
2023-04-18,Boston Celtics,Atlanta Hawks,200bb978f61f10d882c628276d8a12d4,caesars,-550,400,Boston Celtics
2023-04-18,Boston Celtics,Atlanta Hawks,200bb978f61f10d882c628276d8a12d4,betmgm,-600,425,Boston Celtics
2023-04-18,Boston Celtics,Atlanta Hawks,200bb978f61f10d882c628276d8a12d4,barstool,-500,380,Boston Celtics
2023-04-18,Cleveland Cavaliers,New York Knicks,f87e2126bc90f0d939cb53b4911af364,fanduel,-215,180,Cleveland Cavaliers
2023-04-18,Cleveland Cavaliers,New York Knicks,f87e2126bc90f0d939cb53b4911af364,draftkings,-210,180,Cleveland Cavaliers
2023-04-18,Cleveland Cavaliers,New York Knicks,f87e2126bc90f0d939cb53b4911af364,caesars,-225,185,Cleveland Cavaliers
2023-04-18,Cleveland Cavaliers,New York Knicks,f87e2126bc90f0d939cb53b4911af364,betmgm,-225,180,Cleveland Cavaliers
2023-04-18,Cleveland Cavaliers,New York Knicks,f87e2126bc90f0d939cb53b4911af364,barstool,-210,175,Cleveland Cavaliers
2023-04-18,Phoenix Suns,LA Clippers,7c6807f06c72b08f0789f4362d252fc6,fanduel,-330,265,Phoenix Suns
2023-04-18,Phoenix Suns,LA Clippers,7c6807f06c72b08f0789f4362d252fc6,draftkings,-320,265,Phoenix Suns
2023-04-18,Phoenix Suns,LA Clippers,7c6807f06c72b08f0789f4362d252fc6,caesars,-345,270,Phoenix Suns
2023-04-18,Phoenix Suns,LA Clippers,7c6807f06c72b08f0789f4362d252fc6,betmgm,-350,260,Phoenix Suns
2023-04-18,Phoenix Suns,LA Clippers,7c6807f06c72b08f0789f4362d252fc6,barstool,-315,260,Phoenix Suns
2023-04-19,Memphis Grizzlies,Los Angeles Lakers,dc17f8f86e535282fd61c83d67a9a30b,fanduel,-104,-112,Memphis Grizzlies
2023-04-19,Memphis Grizzlies,Los Angeles Lakers,dc17f8f86e535282fd61c83d67a9a30b,draftkings,-105,-115,Memphis Grizzlies
2023-04-19,Memphis Grizzlies,Los Angeles Lakers,dc17f8f86e535282fd61c83d67a9a30b,caesars,-105,-115,Memphis Grizzlies
2023-04-19,Memphis Grizzlies,Los Angeles Lakers,dc17f8f86e535282fd61c83d67a9a30b,betmgm,-105,-115,Memphis Grizzlies
2023-04-19,Memphis Grizzlies,Los Angeles Lakers,dc17f8f86e535282fd61c83d67a9a30b,barstool,-107,-112,Memphis Grizzlies
2023-04-19,Milwaukee Bucks,Miami Heat,4f63b96152e37200168cf20285fd4aa7,fanduel,-260,215,Milwaukee Bucks
2023-04-19,Milwaukee Bucks,Miami Heat,4f63b96152e37200168cf20285fd4aa7,draftkings,-240,200,Milwaukee Bucks
2023-04-19,Milwaukee Bucks,Miami Heat,4f63b96152e37200168cf20285fd4aa7,caesars,-420,320,Milwaukee Bucks
2023-04-19,Milwaukee Bucks,Miami Heat,4f63b96152e37200168cf20285fd4aa7,betmgm,-400,310,Milwaukee Bucks
2023-04-19,Milwaukee Bucks,Miami Heat,4f63b96152e37200168cf20285fd4aa7,barstool,-385,300,Milwaukee Bucks
2023-04-19,Denver Nuggets,Minnesota Timberwolves,926b45d0ebe093d38919b8b9dcbb2179,fanduel,-360,290,Denver Nuggets
2023-04-19,Denver Nuggets,Minnesota Timberwolves,926b45d0ebe093d38919b8b9dcbb2179,draftkings,-350,290,Denver Nuggets
2023-04-19,Denver Nuggets,Minnesota Timberwolves,926b45d0ebe093d38919b8b9dcbb2179,caesars,-355,278,Denver Nuggets
2023-04-19,Denver Nuggets,Minnesota Timberwolves,926b45d0ebe093d38919b8b9dcbb2179,betmgm,-375,290,Denver Nuggets
2023-04-19,Denver Nuggets,Minnesota Timberwolves,926b45d0ebe093d38919b8b9dcbb2179,barstool,-360,285,Denver Nuggets
2023-04-20,Brooklyn Nets,Philadelphia 76ers,4e22accceb8af8d8f6817aecc9898a3c,fanduel,164,-196,Philadelphia 76ers
2023-04-20,Brooklyn Nets,Philadelphia 76ers,4e22accceb8af8d8f6817aecc9898a3c,draftkings,165,-195,Philadelphia 76ers
2023-04-20,Brooklyn Nets,Philadelphia 76ers,4e22accceb8af8d8f6817aecc9898a3c,caesars,162,-195,Philadelphia 76ers
2023-04-20,Brooklyn Nets,Philadelphia 76ers,4e22accceb8af8d8f6817aecc9898a3c,betmgm,155,-190,Philadelphia 76ers
2023-04-20,Brooklyn Nets,Philadelphia 76ers,4e22accceb8af8d8f6817aecc9898a3c,barstool,163,-200,Philadelphia 76ers
2023-04-20,Golden State Warriors,Sacramento Kings,305444865b7450141fa61fa5deb62828,fanduel,-225,188,Golden State Warriors
2023-04-20,Golden State Warriors,Sacramento Kings,305444865b7450141fa61fa5deb62828,draftkings,-230,195,Golden State Warriors
2023-04-20,Golden State Warriors,Sacramento Kings,305444865b7450141fa61fa5deb62828,caesars,-305,240,Golden State Warriors
2023-04-20,Golden State Warriors,Sacramento Kings,305444865b7450141fa61fa5deb62828,betmgm,-225,185,Golden State Warriors
2023-04-20,Golden State Warriors,Sacramento Kings,305444865b7450141fa61fa5deb62828,barstool,-240,190,Golden State Warriors
2023-04-20,LA Clippers,Phoenix Suns,2fb312686cb06a76fb7575f153280c76,fanduel,120,-142,Phoenix Suns
2023-04-20,LA Clippers,Phoenix Suns,2fb312686cb06a76fb7575f153280c76,draftkings,120,-140,Phoenix Suns
2023-04-20,LA Clippers,Phoenix Suns,2fb312686cb06a76fb7575f153280c76,betmgm,120,-145,Phoenix Suns
2023-04-20,LA Clippers,Phoenix Suns,2fb312686cb06a76fb7575f153280c76,barstool,118,-141,Phoenix Suns
2023-04-21,Atlanta Hawks,Boston Celtics,1782284ec07bd4c4c6592b16aa4097e6,fanduel,180,-215,Atlanta Hawks
2023-04-21,Atlanta Hawks,Boston Celtics,1782284ec07bd4c4c6592b16aa4097e6,draftkings,175,-205,Atlanta Hawks
2023-04-21,Atlanta Hawks,Boston Celtics,1782284ec07bd4c4c6592b16aa4097e6,betmgm,165,-200,Atlanta Hawks
2023-04-21,Atlanta Hawks,Boston Celtics,1782284ec07bd4c4c6592b16aa4097e6,barstool,165,-200,Atlanta Hawks
2023-04-21,New York Knicks,Cleveland Cavaliers,720ecda0d8ce083110835985081411f7,fanduel,-130,110,New York Knicks
2023-04-21,New York Knicks,Cleveland Cavaliers,720ecda0d8ce083110835985081411f7,draftkings,-130,110,New York Knicks
2023-04-21,New York Knicks,Cleveland Cavaliers,720ecda0d8ce083110835985081411f7,betmgm,-125,105,New York Knicks
2023-04-21,New York Knicks,Cleveland Cavaliers,720ecda0d8ce083110835985081411f7,barstool,-132,112,New York Knicks
2023-04-21,Minnesota Timberwolves,Denver Nuggets,d76d1641cbdeb97687e32c1d46d303ab,fanduel,120,-142,Denver Nuggets
2023-04-21,Minnesota Timberwolves,Denver Nuggets,d76d1641cbdeb97687e32c1d46d303ab,draftkings,115,-135,Denver Nuggets
2023-04-21,Minnesota Timberwolves,Denver Nuggets,d76d1641cbdeb97687e32c1d46d303ab,betmgm,110,-135,Denver Nuggets
2023-04-21,Minnesota Timberwolves,Denver Nuggets,d76d1641cbdeb97687e32c1d46d303ab,barstool,116,-137,Denver Nuggets
2023-04-22,Brooklyn Nets,Philadelphia 76ers,6410fd658700e3a962814b29456d7d99,fanduel,106,-124,Philadelphia 76ers
2023-04-22,Brooklyn Nets,Philadelphia 76ers,6410fd658700e3a962814b29456d7d99,draftkings,115,-135,Philadelphia 76ers
2023-04-22,Brooklyn Nets,Philadelphia 76ers,6410fd658700e3a962814b29456d7d99,betmgm,110,-135,Philadelphia 76ers
2023-04-22,Brooklyn Nets,Philadelphia 76ers,6410fd658700e3a962814b29456d7d99,barstool,112,-136,Philadelphia 76ers
2023-04-22,LA Clippers,Phoenix Suns,1234fd1858e9953500e385a14700b1a7,fanduel,250,-310,Phoenix Suns
2023-04-22,LA Clippers,Phoenix Suns,1234fd1858e9953500e385a14700b1a7,draftkings,250,-300,Phoenix Suns
2023-04-22,LA Clippers,Phoenix Suns,1234fd1858e9953500e385a14700b1a7,betmgm,260,-350,Phoenix Suns
2023-04-22,LA Clippers,Phoenix Suns,1234fd1858e9953500e385a14700b1a7,barstool,245,-305,Phoenix Suns
2023-04-22,Miami Heat,Milwaukee Bucks,e34bf4d9fed158be10fe5ef0ce5ed894,fanduel,172,-205,Miami Heat
2023-04-22,Miami Heat,Milwaukee Bucks,e34bf4d9fed158be10fe5ef0ce5ed894,draftkings,170,-200,Miami Heat
2023-04-22,Miami Heat,Milwaukee Bucks,e34bf4d9fed158be10fe5ef0ce5ed894,betmgm,170,-210,Miami Heat
2023-04-22,Miami Heat,Milwaukee Bucks,e34bf4d9fed158be10fe5ef0ce5ed894,barstool,165,-200,Miami Heat
2023-04-22,Los Angeles Lakers,Memphis Grizzlies,dbceb7d236106a2e8843f1a15624cedb,fanduel,-190,160,Los Angeles Lakers
2023-04-22,Los Angeles Lakers,Memphis Grizzlies,dbceb7d236106a2e8843f1a15624cedb,draftkings,-180,155,Los Angeles Lakers
2023-04-22,Los Angeles Lakers,Memphis Grizzlies,dbceb7d236106a2e8843f1a15624cedb,betmgm,-185,150,Los Angeles Lakers
2023-04-22,Los Angeles Lakers,Memphis Grizzlies,dbceb7d236106a2e8843f1a15624cedb,barstool,-186,155,Los Angeles Lakers
2023-04-23,New York Knicks,Cleveland Cavaliers,2ba2ecbbf1bc32cbfc07074566a68a99,fanduel,-126,108,New York Knicks
2023-04-23,New York Knicks,Cleveland Cavaliers,2ba2ecbbf1bc32cbfc07074566a68a99,draftkings,-140,120,New York Knicks
2023-04-23,New York Knicks,Cleveland Cavaliers,2ba2ecbbf1bc32cbfc07074566a68a99,betmgm,-145,120,New York Knicks
2023-04-23,New York Knicks,Cleveland Cavaliers,2ba2ecbbf1bc32cbfc07074566a68a99,barstool,-141,118,New York Knicks
2023-04-23,Golden State Warriors,Sacramento Kings,e39a3da2f5fadfd85a9da3318106a7e2,fanduel,-335,290,Golden State Warriors
2023-04-23,Golden State Warriors,Sacramento Kings,e39a3da2f5fadfd85a9da3318106a7e2,draftkings,-325,270,Golden State Warriors
2023-04-23,Golden State Warriors,Sacramento Kings,e39a3da2f5fadfd85a9da3318106a7e2,betmgm,-350,260,Golden State Warriors
2023-04-23,Golden State Warriors,Sacramento Kings,e39a3da2f5fadfd85a9da3318106a7e2,barstool,-315,250,Golden State Warriors
2023-04-23,Atlanta Hawks,Boston Celtics,9f9732e7e846b2d4b935998d5da06261,fanduel,190,-230,Boston Celtics
2023-04-23,Atlanta Hawks,Boston Celtics,9f9732e7e846b2d4b935998d5da06261,draftkings,210,-250,Boston Celtics
2023-04-23,Atlanta Hawks,Boston Celtics,9f9732e7e846b2d4b935998d5da06261,betmgm,195,-250,Boston Celtics
2023-04-23,Atlanta Hawks,Boston Celtics,9f9732e7e846b2d4b935998d5da06261,barstool,200,-245,Boston Celtics
2023-04-23,Minnesota Timberwolves,Denver Nuggets,1213614e90a3a68e33c4fa6c33871536,fanduel,136,-162,Minnesota Timberwolves
2023-04-23,Minnesota Timberwolves,Denver Nuggets,1213614e90a3a68e33c4fa6c33871536,draftkings,140,-165,Minnesota Timberwolves
2023-04-23,Minnesota Timberwolves,Denver Nuggets,1213614e90a3a68e33c4fa6c33871536,betmgm,135,-160,Minnesota Timberwolves
2023-04-23,Minnesota Timberwolves,Denver Nuggets,1213614e90a3a68e33c4fa6c33871536,barstool,135,-159,Minnesota Timberwolves
2023-04-24,Miami Heat,Milwaukee Bucks,a67920528c9a62f2950307e5cf2501f7,fanduel,190,-230,Miami Heat
2023-04-24,Miami Heat,Milwaukee Bucks,a67920528c9a62f2950307e5cf2501f7,pinnacle,201,-228,Miami Heat
2023-04-24,Miami Heat,Milwaukee Bucks,a67920528c9a62f2950307e5cf2501f7,draftkings,190,-225,Miami Heat
2023-04-24,Miami Heat,Milwaukee Bucks,a67920528c9a62f2950307e5cf2501f7,betmgm,180,-225,Miami Heat
2023-04-24,Miami Heat,Milwaukee Bucks,a67920528c9a62f2950307e5cf2501f7,barstool,190,-230,Miami Heat
2023-04-24,Los Angeles Lakers,Memphis Grizzlies,c55751da43014d248c1d0bbe1c19f71a,fanduel,-190,160,Los Angeles Lakers
2023-04-24,Los Angeles Lakers,Memphis Grizzlies,c55751da43014d248c1d0bbe1c19f71a,pinnacle,-130,116,Los Angeles Lakers
2023-04-24,Los Angeles Lakers,Memphis Grizzlies,c55751da43014d248c1d0bbe1c19f71a,draftkings,-190,160,Los Angeles Lakers
2023-04-24,Los Angeles Lakers,Memphis Grizzlies,c55751da43014d248c1d0bbe1c19f71a,betmgm,-200,165,Los Angeles Lakers
2023-04-24,Los Angeles Lakers,Memphis Grizzlies,c55751da43014d248c1d0bbe1c19f71a,barstool,-200,165,Los Angeles Lakers
2023-04-25,Boston Celtics,Atlanta Hawks,39db0481965b96c6166bbaca7a474651,fanduel,-900,610,Atlanta Hawks
2023-04-25,Boston Celtics,Atlanta Hawks,39db0481965b96c6166bbaca7a474651,pinnacle,-786,591,Atlanta Hawks
2023-04-25,Boston Celtics,Atlanta Hawks,39db0481965b96c6166bbaca7a474651,draftkings,-900,625,Atlanta Hawks
2023-04-25,Boston Celtics,Atlanta Hawks,39db0481965b96c6166bbaca7a474651,betmgm,-1000,625,Atlanta Hawks
2023-04-25,Boston Celtics,Atlanta Hawks,39db0481965b96c6166bbaca7a474651,barstool,-770,525,Atlanta Hawks
2023-04-25,Denver Nuggets,Minnesota Timberwolves,5c5cd762c3b90adc29a76f023d2c8506,fanduel,-480,370,Denver Nuggets
2023-04-25,Denver Nuggets,Minnesota Timberwolves,5c5cd762c3b90adc29a76f023d2c8506,pinnacle,-194,169,Denver Nuggets
2023-04-25,Denver Nuggets,Minnesota Timberwolves,5c5cd762c3b90adc29a76f023d2c8506,draftkings,-450,360,Denver Nuggets
2023-04-25,Denver Nuggets,Minnesota Timberwolves,5c5cd762c3b90adc29a76f023d2c8506,betmgm,-450,350,Denver Nuggets
2023-04-25,Denver Nuggets,Minnesota Timberwolves,5c5cd762c3b90adc29a76f023d2c8506,barstool,-455,350,Denver Nuggets
2023-04-25,Phoenix Suns,LA Clippers,6b75807644756c992b6db9d82ba5381d,fanduel,-900,610,Phoenix Suns
2023-04-25,Phoenix Suns,LA Clippers,6b75807644756c992b6db9d82ba5381d,pinnacle,-427,341,Phoenix Suns
2023-04-25,Phoenix Suns,LA Clippers,6b75807644756c992b6db9d82ba5381d,draftkings,-800,575,Phoenix Suns
2023-04-25,Phoenix Suns,LA Clippers,6b75807644756c992b6db9d82ba5381d,betmgm,-900,600,Phoenix Suns
2023-04-25,Phoenix Suns,LA Clippers,6b75807644756c992b6db9d82ba5381d,barstool,-770,540,Phoenix Suns
2023-04-26,Cleveland Cavaliers,New York Knicks,76e79ab99c204edd0fa977c76eafad78,fanduel,-220,184,New York Knicks
2023-04-26,Cleveland Cavaliers,New York Knicks,76e79ab99c204edd0fa977c76eafad78,pinnacle,-129,114,New York Knicks
2023-04-26,Cleveland Cavaliers,New York Knicks,76e79ab99c204edd0fa977c76eafad78,draftkings,-215,185,New York Knicks
2023-04-26,Cleveland Cavaliers,New York Knicks,76e79ab99c204edd0fa977c76eafad78,betmgm,-225,185,New York Knicks
2023-04-26,Cleveland Cavaliers,New York Knicks,76e79ab99c204edd0fa977c76eafad78,barstool,-235,190,New York Knicks
2023-04-26,Memphis Grizzlies,Los Angeles Lakers,a49e1e84d21df8452b4727b36bd13877,fanduel,-174,146,Memphis Grizzlies
2023-04-26,Memphis Grizzlies,Los Angeles Lakers,a49e1e84d21df8452b4727b36bd13877,pinnacle,-161,142,Memphis Grizzlies
2023-04-26,Memphis Grizzlies,Los Angeles Lakers,a49e1e84d21df8452b4727b36bd13877,draftkings,-170,145,Memphis Grizzlies
2023-04-26,Memphis Grizzlies,Los Angeles Lakers,a49e1e84d21df8452b4727b36bd13877,betmgm,-185,150,Memphis Grizzlies
2023-04-26,Memphis Grizzlies,Los Angeles Lakers,a49e1e84d21df8452b4727b36bd13877,barstool,-177,148,Memphis Grizzlies
2023-04-26,Milwaukee Bucks,Miami Heat,3c106414e87474b18b6e5c978b1123a7,fanduel,-620,460,Miami Heat
2023-04-26,Milwaukee Bucks,Miami Heat,3c106414e87474b18b6e5c978b1123a7,pinnacle,-559,445,Miami Heat
2023-04-26,Milwaukee Bucks,Miami Heat,3c106414e87474b18b6e5c978b1123a7,draftkings,-610,460,Miami Heat
2023-04-26,Milwaukee Bucks,Miami Heat,3c106414e87474b18b6e5c978b1123a7,betmgm,-650,475,Miami Heat
2023-04-26,Milwaukee Bucks,Miami Heat,3c106414e87474b18b6e5c978b1123a7,barstool,-625,450,Miami Heat
2023-04-26,Sacramento Kings,Golden State Warriors,0cefbb259938c3104b19a118d40bb4fe,fanduel,108,-122,Golden State Warriors
2023-04-26,Sacramento Kings,Golden State Warriors,0cefbb259938c3104b19a118d40bb4fe,pinnacle,108,-119,Golden State Warriors
2023-04-26,Sacramento Kings,Golden State Warriors,0cefbb259938c3104b19a118d40bb4fe,draftkings,100,-120,Golden State Warriors
2023-04-26,Sacramento Kings,Golden State Warriors,0cefbb259938c3104b19a118d40bb4fe,betmgm,105,-125,Golden State Warriors
