date,home_team,away_team,prop_odds_game_id,sportsbook,home_team_odds,away_team_odds,winner
2023-06-07,Miami Heat,Denver Nuggets,b06331b3f1e1c02cd8b4a0d1aacbaa61,pinnacle,123,-136,Denver Nuggets
2023-06-07,Miami Heat,Denver Nuggets,b06331b3f1e1c02cd8b4a0d1aacbaa61,draftkings,120,-140,Denver Nuggets
2023-06-07,Miami Heat,Denver Nuggets,b06331b3f1e1c02cd8b4a0d1aacbaa61,betmgm,120,-145,Denver Nuggets
2023-06-07,Miami Heat,Denver Nuggets,b06331b3f1e1c02cd8b4a0d1aacbaa61,barstool,123,-141,Denver Nuggets
2023-06-09,Miami Heat,Denver Nuggets,793acaf4c2e297b3b56be238442045c1,fanduel,136,-162,Denver Nuggets
2023-06-09,Miami Heat,Denver Nuggets,793acaf4c2e297b3b56be238442045c1,pinnacle,115,-130,Denver Nuggets
2023-06-09,Miami Heat,Denver Nuggets,793acaf4c2e297b3b56be238442045c1,draftkings,140,-165,Denver Nuggets
2023-06-09,Miami Heat,Denver Nuggets,793acaf4c2e297b3b56be238442045c1,betmgm,140,-165,Denver Nuggets
2023-06-09,Miami Heat,Denver Nuggets,793acaf4c2e297b3b56be238442045c1,barstool,138,-162,Denver Nuggets
2023-06-12,Denver Nuggets,Miami Heat,e7141ac5396ea48686832d9d62210c48,fanduel,-360,290,Denver Nuggets
2023-06-12,Denver Nuggets,Miami Heat,e7141ac5396ea48686832d9d62210c48,pinnacle,-352,298,Denver Nuggets
2023-06-12,Denver Nuggets,Miami Heat,e7141ac5396ea48686832d9d62210c48,draftkings,-380,310,Denver Nuggets
2023-06-12,Denver Nuggets,Miami Heat,e7141ac5396ea48686832d9d62210c48,betmgm,-375,300,Denver Nuggets
2023-06-12,Denver Nuggets,Miami Heat,e7141ac5396ea48686832d9d62210c48,barstool,-385,310,Denver Nuggets
2023-10-24,Denver Nuggets,Los Angeles Lakers,4622c02f9bd1df188631c86e04036049,fanduel,-220,184,Denver Nuggets
2023-10-24,Denver Nuggets,Los Angeles Lakers,4622c02f9bd1df188631c86e04036049,pinnacle,-187,167,Denver Nuggets
2023-10-24,Denver Nuggets,Los Angeles Lakers,4622c02f9bd1df188631c86e04036049,draftkings,-218,180,Denver Nuggets
2023-10-24,Denver Nuggets,Los Angeles Lakers,4622c02f9bd1df188631c86e04036049,betmgm,-225,185,Denver Nuggets
2023-10-24,Denver Nuggets,Los Angeles Lakers,4622c02f9bd1df188631c86e04036049,barstool,-215,165,Denver Nuggets
2023-10-24,Denver Nuggets,Los Angeles Lakers,4622c02f9bd1df188631c86e04036049,betrivers,-215,175,Denver Nuggets
2023-10-24,Golden State Warriors,Phoenix Suns,9b3130e607f80aa4912aa184e2f4eab3,fanduel,-116,-102,Phoenix Suns
2023-10-24,Golden State Warriors,Phoenix Suns,9b3130e607f80aa4912aa184e2f4eab3,pinnacle,-106,-104,Phoenix Suns
2023-10-24,Golden State Warriors,Phoenix Suns,9b3130e607f80aa4912aa184e2f4eab3,draftkings,-112,-108,Phoenix Suns
2023-10-24,Golden State Warriors,Phoenix Suns,9b3130e607f80aa4912aa184e2f4eab3,betmgm,-115,-105,Phoenix Suns
2023-10-24,Golden State Warriors,Phoenix Suns,9b3130e607f80aa4912aa184e2f4eab3,barstool,-110,-110,Phoenix Suns
2023-10-24,Golden State Warriors,Phoenix Suns,9b3130e607f80aa4912aa184e2f4eab3,betrivers,-114,-104,Phoenix Suns
2023-10-25,Charlotte Hornets,Atlanta Hawks,4eec3d2ccf41b67f09948cb36fceee16,fanduel,142,-168,Charlotte Hornets
2023-10-25,Charlotte Hornets,Atlanta Hawks,4eec3d2ccf41b67f09948cb36fceee16,pinnacle,145,-161,Charlotte Hornets
2023-10-25,Charlotte Hornets,Atlanta Hawks,4eec3d2ccf41b67f09948cb36fceee16,draftkings,142,-170,Charlotte Hornets
2023-10-25,Charlotte Hornets,Atlanta Hawks,4eec3d2ccf41b67f09948cb36fceee16,betmgm,140,-165,Charlotte Hornets
2023-10-25,Charlotte Hornets,Atlanta Hawks,4eec3d2ccf41b67f09948cb36fceee16,barstool,130,-165,Charlotte Hornets
2023-10-25,Charlotte Hornets,Atlanta Hawks,4eec3d2ccf41b67f09948cb36fceee16,betrivers,130,-155,Charlotte Hornets
2023-10-25,Indiana Pacers,Washington Wizards,04ebbb84dbf8f85789639293d764e98c,fanduel,-270,220,Indiana Pacers
2023-10-25,Indiana Pacers,Washington Wizards,04ebbb84dbf8f85789639293d764e98c,pinnacle,-268,233,Indiana Pacers
2023-10-25,Indiana Pacers,Washington Wizards,04ebbb84dbf8f85789639293d764e98c,draftkings,-270,220,Indiana Pacers
2023-10-25,Indiana Pacers,Washington Wizards,04ebbb84dbf8f85789639293d764e98c,betmgm,-300,240,Indiana Pacers
2023-10-25,Indiana Pacers,Washington Wizards,04ebbb84dbf8f85789639293d764e98c,barstool,-275,210,Indiana Pacers
2023-10-25,Indiana Pacers,Washington Wizards,04ebbb84dbf8f85789639293d764e98c,betrivers,-286,235,Indiana Pacers
2023-10-25,New York Knicks,Boston Celtics,fc4c2016a5ccbb267aa0d569b1a49283,fanduel,138,-164,Boston Celtics
2023-10-25,New York Knicks,Boston Celtics,fc4c2016a5ccbb267aa0d569b1a49283,pinnacle,141,-157,Boston Celtics
2023-10-25,New York Knicks,Boston Celtics,fc4c2016a5ccbb267aa0d569b1a49283,draftkings,140,-166,Boston Celtics
2023-10-25,New York Knicks,Boston Celtics,fc4c2016a5ccbb267aa0d569b1a49283,betmgm,135,-160,Boston Celtics
2023-10-25,New York Knicks,Boston Celtics,fc4c2016a5ccbb267aa0d569b1a49283,barstool,130,-165,Boston Celtics
2023-10-25,New York Knicks,Boston Celtics,fc4c2016a5ccbb267aa0d569b1a49283,betrivers,135,-159,Boston Celtics
2023-10-25,Orlando Magic,Houston Rockets,bc223a7e24fbf5cb9c6eecd0f016f38d,fanduel,-172,144,Orlando Magic
2023-10-25,Orlando Magic,Houston Rockets,bc223a7e24fbf5cb9c6eecd0f016f38d,pinnacle,-167,150,Orlando Magic
2023-10-25,Orlando Magic,Houston Rockets,bc223a7e24fbf5cb9c6eecd0f016f38d,draftkings,-170,142,Orlando Magic
2023-10-25,Orlando Magic,Houston Rockets,bc223a7e24fbf5cb9c6eecd0f016f38d,betmgm,-165,135,Orlando Magic
2023-10-25,Orlando Magic,Houston Rockets,bc223a7e24fbf5cb9c6eecd0f016f38d,barstool,-175,135,Orlando Magic
2023-10-25,Orlando Magic,Houston Rockets,bc223a7e24fbf5cb9c6eecd0f016f38d,betrivers,-167,140,Orlando Magic
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,9df5a18ec404f6abe1632c9244f4a5d4,fanduel,-102,-116,Cleveland Cavaliers
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,9df5a18ec404f6abe1632c9244f4a5d4,pinnacle,100,-111,Cleveland Cavaliers
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,9df5a18ec404f6abe1632c9244f4a5d4,draftkings,-105,-115,Cleveland Cavaliers
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,9df5a18ec404f6abe1632c9244f4a5d4,betmgm,-105,-115,Cleveland Cavaliers
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,9df5a18ec404f6abe1632c9244f4a5d4,barstool,-105,-115,Cleveland Cavaliers
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,9df5a18ec404f6abe1632c9244f4a5d4,betrivers,-105,-114,Cleveland Cavaliers
2023-10-25,Miami Heat,Detroit Pistons,e144f29faba3f74fa2cfcff3a453c9f5,fanduel,-420,330,Miami Heat
2023-10-25,Miami Heat,Detroit Pistons,e144f29faba3f74fa2cfcff3a453c9f5,pinnacle,-412,342,Miami Heat
2023-10-25,Miami Heat,Detroit Pistons,e144f29faba3f74fa2cfcff3a453c9f5,draftkings,-425,330,Miami Heat
2023-10-25,Miami Heat,Detroit Pistons,e144f29faba3f74fa2cfcff3a453c9f5,betmgm,-450,333,Miami Heat
2023-10-25,Miami Heat,Detroit Pistons,e144f29faba3f74fa2cfcff3a453c9f5,barstool,-425,290,Miami Heat
2023-10-25,Miami Heat,Detroit Pistons,e144f29faba3f74fa2cfcff3a453c9f5,betrivers,-420,325,Miami Heat
2023-10-25,Toronto Raptors,Minnesota Timberwolves,2ac182b5f3deb3427fff7b20ef6923a7,fanduel,100,-118,Toronto Raptors
2023-10-25,Toronto Raptors,Minnesota Timberwolves,2ac182b5f3deb3427fff7b20ef6923a7,pinnacle,-104,-106,Toronto Raptors
2023-10-25,Toronto Raptors,Minnesota Timberwolves,2ac182b5f3deb3427fff7b20ef6923a7,draftkings,-105,-115,Toronto Raptors
2023-10-25,Toronto Raptors,Minnesota Timberwolves,2ac182b5f3deb3427fff7b20ef6923a7,betmgm,100,-120,Toronto Raptors
2023-10-25,Toronto Raptors,Minnesota Timberwolves,2ac182b5f3deb3427fff7b20ef6923a7,barstool,-105,-115,Toronto Raptors
2023-10-25,Toronto Raptors,Minnesota Timberwolves,2ac182b5f3deb3427fff7b20ef6923a7,betrivers,-103,-115,Toronto Raptors
2023-10-25,Chicago Bulls,Oklahoma City Thunder,9a246f4d94b4e81172c11e29f73c061b,fanduel,-108,-108,Oklahoma City Thunder
2023-10-25,Chicago Bulls,Oklahoma City Thunder,9a246f4d94b4e81172c11e29f73c061b,pinnacle,-107,-103,Oklahoma City Thunder
2023-10-25,Chicago Bulls,Oklahoma City Thunder,9a246f4d94b4e81172c11e29f73c061b,draftkings,-112,-108,Oklahoma City Thunder
2023-10-25,Chicago Bulls,Oklahoma City Thunder,9a246f4d94b4e81172c11e29f73c061b,betmgm,-110,-110,Oklahoma City Thunder
2023-10-25,Chicago Bulls,Oklahoma City Thunder,9a246f4d94b4e81172c11e29f73c061b,barstool,-110,-110,Oklahoma City Thunder
2023-10-25,Chicago Bulls,Oklahoma City Thunder,9a246f4d94b4e81172c11e29f73c061b,betrivers,-110,-107,Oklahoma City Thunder
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,e7aa4c6ee075887eac8a07785a9f81db,fanduel,-108,-108,New Orleans Pelicans
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,e7aa4c6ee075887eac8a07785a9f81db,pinnacle,100,-111,New Orleans Pelicans
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,e7aa4c6ee075887eac8a07785a9f81db,draftkings,-105,-115,New Orleans Pelicans
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,e7aa4c6ee075887eac8a07785a9f81db,betmgm,-110,-110,New Orleans Pelicans
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,e7aa4c6ee075887eac8a07785a9f81db,barstool,-110,-110,New Orleans Pelicans
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,e7aa4c6ee075887eac8a07785a9f81db,betrivers,-109,-108,New Orleans Pelicans
2023-10-25,Utah Jazz,Sacramento Kings,3da05abaf29cf6c907253180fca9b256,fanduel,106,-124,Sacramento Kings
2023-10-25,Utah Jazz,Sacramento Kings,3da05abaf29cf6c907253180fca9b256,pinnacle,109,-120,Sacramento Kings
2023-10-25,Utah Jazz,Sacramento Kings,3da05abaf29cf6c907253180fca9b256,draftkings,105,-125,Sacramento Kings
2023-10-25,Utah Jazz,Sacramento Kings,3da05abaf29cf6c907253180fca9b256,betmgm,105,-125,Sacramento Kings
2023-10-25,Utah Jazz,Sacramento Kings,3da05abaf29cf6c907253180fca9b256,barstool,100,-125,Sacramento Kings
2023-10-25,Utah Jazz,Sacramento Kings,3da05abaf29cf6c907253180fca9b256,betrivers,104,-122,Sacramento Kings
2023-10-25,San Antonio Spurs,Dallas Mavericks,5bb0e95012a4c67ec9eb95fedb933e6a,fanduel,146,-174,Dallas Mavericks
2023-10-25,San Antonio Spurs,Dallas Mavericks,5bb0e95012a4c67ec9eb95fedb933e6a,pinnacle,144,-160,Dallas Mavericks
2023-10-25,San Antonio Spurs,Dallas Mavericks,5bb0e95012a4c67ec9eb95fedb933e6a,draftkings,136,-162,Dallas Mavericks
2023-10-25,San Antonio Spurs,Dallas Mavericks,5bb0e95012a4c67ec9eb95fedb933e6a,betmgm,140,-165,Dallas Mavericks
2023-10-25,San Antonio Spurs,Dallas Mavericks,5bb0e95012a4c67ec9eb95fedb933e6a,barstool,140,-180,Dallas Mavericks
2023-10-25,San Antonio Spurs,Dallas Mavericks,5bb0e95012a4c67ec9eb95fedb933e6a,betrivers,145,-175,Dallas Mavericks
2023-10-25,LA Clippers,Portland Trail Blazers,14b35b5784ae5cbadba6824cb6fcee98,fanduel,-405,320,LA Clippers
2023-10-25,LA Clippers,Portland Trail Blazers,14b35b5784ae5cbadba6824cb6fcee98,pinnacle,-394,329,LA Clippers
2023-10-25,LA Clippers,Portland Trail Blazers,14b35b5784ae5cbadba6824cb6fcee98,draftkings,-425,330,LA Clippers
2023-10-25,LA Clippers,Portland Trail Blazers,14b35b5784ae5cbadba6824cb6fcee98,betmgm,-375,300,LA Clippers
2023-10-25,LA Clippers,Portland Trail Blazers,14b35b5784ae5cbadba6824cb6fcee98,barstool,-425,290,LA Clippers
2023-10-25,LA Clippers,Portland Trail Blazers,14b35b5784ae5cbadba6824cb6fcee98,betrivers,-400,310,LA Clippers
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,1eb9915d586c87719ec6934863667a14,fanduel,-255,210,Milwaukee Bucks
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,1eb9915d586c87719ec6934863667a14,pinnacle,-233,205,Milwaukee Bucks
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,1eb9915d586c87719ec6934863667a14,draftkings,-238,195,Milwaukee Bucks
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,1eb9915d586c87719ec6934863667a14,betmgm,-250,195,Milwaukee Bucks
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,1eb9915d586c87719ec6934863667a14,barstool,-250,190,Milwaukee Bucks
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,1eb9915d586c87719ec6934863667a14,betrivers,-245,200,Milwaukee Bucks
2023-10-26,Los Angeles Lakers,Phoenix Suns,8a673a488573ce37a3bdd7f0c1fd5d3a,fanduel,-220,184,Los Angeles Lakers
2023-10-26,Los Angeles Lakers,Phoenix Suns,8a673a488573ce37a3bdd7f0c1fd5d3a,pinnacle,-202,180,Los Angeles Lakers
2023-10-26,Los Angeles Lakers,Phoenix Suns,8a673a488573ce37a3bdd7f0c1fd5d3a,draftkings,-218,180,Los Angeles Lakers
2023-10-26,Los Angeles Lakers,Phoenix Suns,8a673a488573ce37a3bdd7f0c1fd5d3a,betmgm,-225,180,Los Angeles Lakers
2023-10-26,Los Angeles Lakers,Phoenix Suns,8a673a488573ce37a3bdd7f0c1fd5d3a,barstool,-215,165,Los Angeles Lakers
2023-10-26,Los Angeles Lakers,Phoenix Suns,8a673a488573ce37a3bdd7f0c1fd5d3a,betrivers,-220,180,Los Angeles Lakers
2023-10-27,Charlotte Hornets,Detroit Pistons,c8872ae6d185dc314178da88dcf254d5,fanduel,-172,144,Detroit Pistons
2023-10-27,Charlotte Hornets,Detroit Pistons,c8872ae6d185dc314178da88dcf254d5,pinnacle,-157,141,Detroit Pistons
2023-10-27,Charlotte Hornets,Detroit Pistons,c8872ae6d185dc314178da88dcf254d5,draftkings,-166,140,Detroit Pistons
2023-10-27,Charlotte Hornets,Detroit Pistons,c8872ae6d185dc314178da88dcf254d5,betmgm,-165,135,Detroit Pistons
2023-10-27,Charlotte Hornets,Detroit Pistons,c8872ae6d185dc314178da88dcf254d5,barstool,-165,130,Detroit Pistons
2023-10-27,Charlotte Hornets,Detroit Pistons,c8872ae6d185dc314178da88dcf254d5,betrivers,-180,150,Detroit Pistons
2023-10-27,Memphis Grizzlies,Denver Nuggets,14a8cbe914ca50ec6301efbb2a09a906,fanduel,180,-215,Denver Nuggets
2023-10-27,Memphis Grizzlies,Denver Nuggets,14a8cbe914ca50ec6301efbb2a09a906,pinnacle,174,-195,Denver Nuggets
2023-10-27,Memphis Grizzlies,Denver Nuggets,14a8cbe914ca50ec6301efbb2a09a906,draftkings,170,-205,Denver Nuggets
2023-10-27,Memphis Grizzlies,Denver Nuggets,14a8cbe914ca50ec6301efbb2a09a906,betmgm,170,-210,Denver Nuggets
2023-10-27,Memphis Grizzlies,Denver Nuggets,14a8cbe914ca50ec6301efbb2a09a906,barstool,165,-215,Denver Nuggets
2023-10-27,Memphis Grizzlies,Denver Nuggets,14a8cbe914ca50ec6301efbb2a09a906,betrivers,175,-215,Denver Nuggets
2023-10-27,Atlanta Hawks,New York Knicks,4741f49b87ab73c0a5add62a4f48f992,fanduel,-118,100,New York Knicks
2023-10-27,Atlanta Hawks,New York Knicks,4741f49b87ab73c0a5add62a4f48f992,pinnacle,-118,107,New York Knicks
2023-10-27,Atlanta Hawks,New York Knicks,4741f49b87ab73c0a5add62a4f48f992,draftkings,-120,100,New York Knicks
2023-10-27,Atlanta Hawks,New York Knicks,4741f49b87ab73c0a5add62a4f48f992,betmgm,-130,105,New York Knicks
2023-10-27,Atlanta Hawks,New York Knicks,4741f49b87ab73c0a5add62a4f48f992,barstool,-120,100,New York Knicks
2023-10-27,Atlanta Hawks,New York Knicks,4741f49b87ab73c0a5add62a4f48f992,betrivers,-118,100,New York Knicks
2023-10-27,Boston Celtics,Miami Heat,2837480dec215a9c39bcc7a8873280e2,fanduel,-335,270,Boston Celtics
2023-10-27,Boston Celtics,Miami Heat,2837480dec215a9c39bcc7a8873280e2,pinnacle,-320,274,Boston Celtics
2023-10-27,Boston Celtics,Miami Heat,2837480dec215a9c39bcc7a8873280e2,draftkings,-310,250,Boston Celtics
2023-10-27,Boston Celtics,Miami Heat,2837480dec215a9c39bcc7a8873280e2,betmgm,-300,240,Boston Celtics
2023-10-27,Boston Celtics,Miami Heat,2837480dec215a9c39bcc7a8873280e2,barstool,-325,240,Boston Celtics
2023-10-27,Boston Celtics,Miami Heat,2837480dec215a9c39bcc7a8873280e2,betrivers,-335,265,Boston Celtics
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,0c6162d6c90f9fc161fb06ac0ad46e38,fanduel,-158,134,Oklahoma City Thunder
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,0c6162d6c90f9fc161fb06ac0ad46e38,pinnacle,-153,138,Oklahoma City Thunder
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,0c6162d6c90f9fc161fb06ac0ad46e38,draftkings,-155,130,Oklahoma City Thunder
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,0c6162d6c90f9fc161fb06ac0ad46e38,betmgm,-155,125,Oklahoma City Thunder
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,0c6162d6c90f9fc161fb06ac0ad46e38,barstool,-160,130,Oklahoma City Thunder
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,0c6162d6c90f9fc161fb06ac0ad46e38,betrivers,-157,133,Oklahoma City Thunder
2023-10-27,Chicago Bulls,Toronto Raptors,29ea738c1de18c8f28c09966bb267752,fanduel,-126,108,Chicago Bulls
2023-10-27,Chicago Bulls,Toronto Raptors,29ea738c1de18c8f28c09966bb267752,pinnacle,-134,121,Chicago Bulls
2023-10-27,Chicago Bulls,Toronto Raptors,29ea738c1de18c8f28c09966bb267752,draftkings,-130,110,Chicago Bulls
2023-10-27,Chicago Bulls,Toronto Raptors,29ea738c1de18c8f28c09966bb267752,betmgm,-135,110,Chicago Bulls
2023-10-27,Chicago Bulls,Toronto Raptors,29ea738c1de18c8f28c09966bb267752,barstool,-130,105,Chicago Bulls
2023-10-27,Chicago Bulls,Toronto Raptors,29ea738c1de18c8f28c09966bb267752,betrivers,-129,108,Chicago Bulls
2023-10-27,San Antonio Spurs,Houston Rockets,b648f3bec470d6c24c43eab0902cf083,fanduel,-136,116,San Antonio Spurs
2023-10-27,San Antonio Spurs,Houston Rockets,b648f3bec470d6c24c43eab0902cf083,pinnacle,-131,118,San Antonio Spurs
2023-10-27,San Antonio Spurs,Houston Rockets,b648f3bec470d6c24c43eab0902cf083,draftkings,-135,114,San Antonio Spurs
2023-10-27,San Antonio Spurs,Houston Rockets,b648f3bec470d6c24c43eab0902cf083,betmgm,-120,100,San Antonio Spurs
2023-10-27,San Antonio Spurs,Houston Rockets,b648f3bec470d6c24c43eab0902cf083,barstool,-135,110,San Antonio Spurs
2023-10-27,San Antonio Spurs,Houston Rockets,b648f3bec470d6c24c43eab0902cf083,betrivers,-141,118,San Antonio Spurs
2023-10-27,Dallas Mavericks,Brooklyn Nets,5e902239ce38cccede66c182ced2b9f2,fanduel,-220,184,Dallas Mavericks
2023-10-27,Dallas Mavericks,Brooklyn Nets,5e902239ce38cccede66c182ced2b9f2,pinnacle,-226,199,Dallas Mavericks
2023-10-27,Dallas Mavericks,Brooklyn Nets,5e902239ce38cccede66c182ced2b9f2,draftkings,-230,190,Dallas Mavericks
2023-10-27,Dallas Mavericks,Brooklyn Nets,5e902239ce38cccede66c182ced2b9f2,betmgm,-250,190,Dallas Mavericks
2023-10-27,Dallas Mavericks,Brooklyn Nets,5e902239ce38cccede66c182ced2b9f2,barstool,-250,190,Dallas Mavericks
2023-10-27,Dallas Mavericks,Brooklyn Nets,5e902239ce38cccede66c182ced2b9f2,betrivers,-240,195,Dallas Mavericks
2023-10-27,Utah Jazz,LA Clippers,36cc02aebbd57205da4ee51be27f1424,fanduel,144,-172,Utah Jazz
2023-10-27,Utah Jazz,LA Clippers,36cc02aebbd57205da4ee51be27f1424,pinnacle,146,-163,Utah Jazz
2023-10-27,Utah Jazz,LA Clippers,36cc02aebbd57205da4ee51be27f1424,draftkings,136,-162,Utah Jazz
2023-10-27,Utah Jazz,LA Clippers,36cc02aebbd57205da4ee51be27f1424,betmgm,125,-155,Utah Jazz
2023-10-27,Utah Jazz,LA Clippers,36cc02aebbd57205da4ee51be27f1424,barstool,135,-175,Utah Jazz
2023-10-27,Utah Jazz,LA Clippers,36cc02aebbd57205da4ee51be27f1424,betrivers,135,-165,Utah Jazz
2023-10-27,Portland Trail Blazers,Orlando Magic,bb94e98ccf73f1a630cacf594ac232d2,fanduel,120,-142,Orlando Magic
2023-10-27,Portland Trail Blazers,Orlando Magic,bb94e98ccf73f1a630cacf594ac232d2,pinnacle,128,-142,Orlando Magic
2023-10-27,Portland Trail Blazers,Orlando Magic,bb94e98ccf73f1a630cacf594ac232d2,draftkings,124,-148,Orlando Magic
2023-10-27,Portland Trail Blazers,Orlando Magic,bb94e98ccf73f1a630cacf594ac232d2,betmgm,110,-135,Orlando Magic
2023-10-27,Portland Trail Blazers,Orlando Magic,bb94e98ccf73f1a630cacf594ac232d2,barstool,120,-150,Orlando Magic
2023-10-27,Portland Trail Blazers,Orlando Magic,bb94e98ccf73f1a630cacf594ac232d2,betrivers,128,-152,Orlando Magic
2023-10-27,Sacramento Kings,Golden State Warriors,f91f9d07281365808aa62ea443998bd9,fanduel,-144,122,Golden State Warriors
2023-10-27,Sacramento Kings,Golden State Warriors,f91f9d07281365808aa62ea443998bd9,pinnacle,-140,127,Golden State Warriors
2023-10-27,Sacramento Kings,Golden State Warriors,f91f9d07281365808aa62ea443998bd9,draftkings,-148,124,Golden State Warriors
2023-10-27,Sacramento Kings,Golden State Warriors,f91f9d07281365808aa62ea443998bd9,betmgm,-145,120,Golden State Warriors
2023-10-27,Sacramento Kings,Golden State Warriors,f91f9d07281365808aa62ea443998bd9,barstool,-140,115,Golden State Warriors
2023-10-27,Sacramento Kings,Golden State Warriors,f91f9d07281365808aa62ea443998bd9,betrivers,-159,133,Golden State Warriors
2023-10-28,Detroit Pistons,Chicago Bulls,0d19f0f68bb3de882ab3fc019e1618aa,fanduel,-102,-116,Detroit Pistons
2023-10-28,Detroit Pistons,Chicago Bulls,0d19f0f68bb3de882ab3fc019e1618aa,pinnacle,102,-112,Detroit Pistons
2023-10-28,Detroit Pistons,Chicago Bulls,0d19f0f68bb3de882ab3fc019e1618aa,draftkings,-102,-118,Detroit Pistons
2023-10-28,Detroit Pistons,Chicago Bulls,0d19f0f68bb3de882ab3fc019e1618aa,barstool,100,-120,Detroit Pistons
2023-10-28,Detroit Pistons,Chicago Bulls,0d19f0f68bb3de882ab3fc019e1618aa,betrivers,102,-121,Detroit Pistons
2023-10-28,Washington Wizards,Memphis Grizzlies,23c5a2389ecae108083e3f2bb1d40a04,fanduel,106,-124,Washington Wizards
2023-10-28,Washington Wizards,Memphis Grizzlies,23c5a2389ecae108083e3f2bb1d40a04,pinnacle,111,-123,Washington Wizards
2023-10-28,Washington Wizards,Memphis Grizzlies,23c5a2389ecae108083e3f2bb1d40a04,draftkings,105,-125,Washington Wizards
2023-10-28,Washington Wizards,Memphis Grizzlies,23c5a2389ecae108083e3f2bb1d40a04,barstool,100,-125,Washington Wizards
2023-10-28,Washington Wizards,Memphis Grizzlies,23c5a2389ecae108083e3f2bb1d40a04,betrivers,104,-129,Washington Wizards
2023-10-28,New Orleans Pelicans,New York Knicks,d24ff2523b81c9b7e662e2e45b8b2a9b,fanduel,-156,132,New Orleans Pelicans
2023-10-28,New Orleans Pelicans,New York Knicks,d24ff2523b81c9b7e662e2e45b8b2a9b,pinnacle,-154,139,New Orleans Pelicans
2023-10-28,New Orleans Pelicans,New York Knicks,d24ff2523b81c9b7e662e2e45b8b2a9b,draftkings,-162,136,New Orleans Pelicans
2023-10-28,New Orleans Pelicans,New York Knicks,d24ff2523b81c9b7e662e2e45b8b2a9b,barstool,-165,130,New Orleans Pelicans
2023-10-28,New Orleans Pelicans,New York Knicks,d24ff2523b81c9b7e662e2e45b8b2a9b,betrivers,-165,138,New Orleans Pelicans
2023-10-28,Cleveland Cavaliers,Indiana Pacers,31625d1b9a2b0e2e217ca8a3838cb6ed,fanduel,-194,162,Indiana Pacers
2023-10-28,Cleveland Cavaliers,Indiana Pacers,31625d1b9a2b0e2e217ca8a3838cb6ed,draftkings,-162,136,Indiana Pacers
2023-10-28,Cleveland Cavaliers,Indiana Pacers,31625d1b9a2b0e2e217ca8a3838cb6ed,barstool,-175,135,Indiana Pacers
2023-10-28,Cleveland Cavaliers,Indiana Pacers,31625d1b9a2b0e2e217ca8a3838cb6ed,betrivers,-180,145,Indiana Pacers
2023-10-28,Toronto Raptors,Philadelphia 76ers,fd82589c1de3cfd02bea4dc65a3cb4d4,fanduel,146,-174,Philadelphia 76ers
2023-10-28,Toronto Raptors,Philadelphia 76ers,fd82589c1de3cfd02bea4dc65a3cb4d4,pinnacle,149,-166,Philadelphia 76ers
2023-10-28,Toronto Raptors,Philadelphia 76ers,fd82589c1de3cfd02bea4dc65a3cb4d4,draftkings,145,-175,Philadelphia 76ers
2023-10-28,Toronto Raptors,Philadelphia 76ers,fd82589c1de3cfd02bea4dc65a3cb4d4,barstool,140,-180,Philadelphia 76ers
2023-10-28,Toronto Raptors,Philadelphia 76ers,fd82589c1de3cfd02bea4dc65a3cb4d4,betrivers,150,-180,Philadelphia 76ers
2023-10-28,Minnesota Timberwolves,Miami Heat,9f8490f5a9773532f4cfad9d3c800d4d,fanduel,-190,160,Minnesota Timberwolves
2023-10-28,Minnesota Timberwolves,Miami Heat,9f8490f5a9773532f4cfad9d3c800d4d,pinnacle,-182,163,Minnesota Timberwolves
2023-10-28,Minnesota Timberwolves,Miami Heat,9f8490f5a9773532f4cfad9d3c800d4d,draftkings,-192,160,Minnesota Timberwolves
2023-10-28,Minnesota Timberwolves,Miami Heat,9f8490f5a9773532f4cfad9d3c800d4d,barstool,-190,150,Minnesota Timberwolves
2023-10-28,Minnesota Timberwolves,Miami Heat,9f8490f5a9773532f4cfad9d3c800d4d,betrivers,-195,163,Minnesota Timberwolves
